t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
55380,True,496.472,136.610,0.500,217.922,3.117,81.312,False,0.000,0.965,28.904,0.000,247.00,158.70,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55395,True,496.490,136.610,0.500,217.940,3.117,81.330,False,0.000,0.965,28.904,0.000,247.00,158.72,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55410,True,496.490,136.610,0.500,217.940,3.117,81.330,False,0.000,0.965,28.904,0.000,247.00,158.72,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55425,True,496.490,136.610,0.500,217.940,3.117,81.330,False,0.000,0.965,28.904,0.000,247.00,158.72,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55440,True,496.490,136.610,0.500,217.940,3.117,81.330,False,0.000,0.965,28.904,0.000,247.00,158.72,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55455,True,496.509,136.610,0.500,217.959,3.117,81.349,False,0.000,0.965,28.904,0.000,247.00,158.74,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55470,True,496.509,136.610,0.500,217.959,3.117,81.349,False,0.000,0.965,28.904,0.000,247.00,158.74,97.97,0.00,-3.12,2.0000,28.96813392,240.42426562
55485,True,503.699,137.000,0.500,218.349,3.634,81.349,False,0.000,0.965,29.905,0.000,247.00,161.93,102.07,0.00,-3.63,2.0000,28.96813392,240.42426562
55500,True,503.740,137.000,0.250,218.390,3.634,81.390,True,0.000,0.965,29.905,0.000,247.00,161.98,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55515,True,503.218,137.000,0.250,217.868,3.634,80.868,False,0.000,0.965,29.905,0.000,247.00,161.44,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55530,True,503.219,137.000,0.250,217.869,3.634,80.869,False,0.000,0.965,29.905,0.000,247.00,161.44,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55545,True,503.219,137.000,0.250,217.869,3.634,80.869,False,0.000,0.965,29.905,0.000,247.00,161.44,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55560,True,503.219,137.000,0.250,217.869,3.634,80.869,False,0.000,0.965,29.905,0.000,247.00,161.44,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55575,True,503.236,137.000,0.250,217.886,3.634,80.886,False,0.000,0.965,29.905,0.000,247.00,161.46,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55590,True,503.236,137.000,0.250,217.886,3.634,80.886,False,0.000,0.965,29.905,0.000,247.00,161.46,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55605,True,503.236,137.000,0.250,217.886,3.634,80.886,False,0.000,0.965,29.905,0.000,247.00,161.46,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55620,True,503.236,137.000,0.250,217.886,3.634,80.886,False,0.000,0.965,29.905,0.000,247.00,161.46,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55635,True,503.252,137.000,0.250,217.902,3.634,80.902,False,0.000,0.965,29.905,0.000,247.00,161.48,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55650,True,503.252,137.000,0.250,217.902,3.634,80.902,False,0.000,0.965,29.905,0.000,247.00,161.48,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55665,True,503.252,137.000,0.250,217.902,3.634,80.902,False,0.000,0.965,29.905,0.000,247.00,161.48,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55680,True,503.252,137.000,0.250,217.902,3.634,80.902,False,0.000,0.965,29.905,0.000,247.00,161.48,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55695,True,503.269,137.000,0.250,217.919,3.634,80.919,False,0.000,0.965,29.905,0.000,247.00,161.49,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55710,True,503.269,137.000,0.250,217.919,3.634,80.919,False,0.000,0.965,29.905,0.000,247.00,161.49,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55725,True,503.269,137.000,0.250,217.919,3.634,80.919,False,0.000,0.965,29.905,0.000,247.00,161.49,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55740,True,503.269,137.000,0.250,217.919,3.634,80.919,False,0.000,0.965,29.905,0.000,247.00,161.49,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55755,True,503.285,137.000,0.250,217.935,3.634,80.935,False,0.000,0.965,29.905,0.000,247.00,161.51,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55770,True,503.285,137.000,0.250,217.935,3.634,80.935,False,0.000,0.965,29.905,0.000,247.00,161.51,102.07,0.00,-3.63,2.0000,37.06123123,212.81961064
55785,True,486.215,129.460,0.250,210.395,2.493,80.935,False,0.000,0.967,28.039,0.000,247.00,151.77,94.42,0.00,-2.49,2.0000,37.06123123,212.81961064
55800,True,486.282,129.460,0.500,210.462,2.493,81.002,True,0.000,0.967,28.039,0.000,247.00,151.84,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55815,True,485.269,129.460,0.500,209.449,2.493,79.989,False,0.000,0.967,28.039,0.000,247.00,150.80,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55830,True,485.272,129.460,0.500,209.452,2.493,79.992,False,0.000,0.967,28.039,0.000,247.00,150.80,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55845,True,485.272,129.460,0.500,209.452,2.493,79.992,False,0.000,0.967,28.039,0.000,247.00,150.80,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55860,True,485.272,129.460,0.500,209.452,2.493,79.992,False,0.000,0.967,28.039,0.000,247.00,150.80,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55875,True,485.293,129.460,0.500,209.473,2.493,80.013,False,0.000,0.967,28.039,0.000,247.00,150.83,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55890,True,485.293,129.460,0.500,209.473,2.493,80.013,False,0.000,0.967,28.039,0.000,247.00,150.83,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55905,True,485.293,129.460,0.500,209.473,2.493,80.013,False,0.000,0.967,28.039,0.000,247.00,150.83,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55920,True,485.293,129.460,0.500,209.473,2.493,80.013,False,0.000,0.967,28.039,0.000,247.00,150.83,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55935,True,485.316,129.460,0.500,209.496,2.493,80.036,False,0.000,0.967,28.039,0.000,247.00,150.85,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55950,True,485.316,129.460,0.500,209.496,2.493,80.036,False,0.000,0.967,28.039,0.000,247.00,150.85,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55965,True,485.316,129.460,0.500,209.496,2.493,80.036,False,0.000,0.967,28.039,0.000,247.00,150.85,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55980,True,485.316,129.460,0.500,209.496,2.493,80.036,False,0.000,0.967,28.039,0.000,247.00,150.85,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
55995,True,485.339,129.460,0.500,209.519,2.493,80.059,False,0.000,0.967,28.039,0.000,247.00,150.87,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56010,True,485.339,129.460,0.500,209.519,2.493,80.059,False,0.000,0.967,28.039,0.000,247.00,150.87,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56025,True,485.339,129.460,0.500,209.519,2.493,80.059,False,0.000,0.967,28.039,0.000,247.00,150.87,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56040,True,485.339,129.460,0.500,209.519,2.493,80.059,False,0.000,0.967,28.039,0.000,247.00,150.87,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56055,True,485.362,129.460,0.500,209.542,2.493,80.082,False,0.000,0.967,28.039,0.000,247.00,150.90,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56070,True,485.362,129.460,0.500,209.542,2.493,80.082,False,0.000,0.967,28.039,0.000,247.00,150.90,94.42,0.00,-2.49,2.0000,52.69630385,333.36375122
56085,True,495.312,136.520,0.500,216.602,2.888,80.082,False,0.000,0.965,28.990,0.000,247.00,157.16,98.32,0.00,-2.89,2.0000,52.69630385,333.36375122
56100,True,495.351,136.520,0.500,216.641,2.888,80.121,True,0.000,0.965,28.990,0.000,247.00,157.20,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56115,True,494.316,136.520,0.500,215.606,2.888,79.086,False,0.000,0.966,28.990,0.000,247.00,156.13,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56130,True,494.319,136.520,0.500,215.609,2.888,79.089,False,0.000,0.966,28.990,0.000,247.00,156.14,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56145,True,494.319,136.520,0.500,215.609,2.888,79.089,False,0.000,0.966,28.990,0.000,247.00,156.14,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56160,True,494.319,136.520,0.500,215.609,2.888,79.089,False,0.000,0.966,28.990,0.000,247.00,156.14,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56175,True,494.334,136.520,0.500,215.624,2.888,79.104,False,0.000,0.966,28.990,0.000,247.00,156.15,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56190,True,494.346,136.520,0.500,215.636,2.888,79.116,False,0.000,0.966,28.990,0.000,247.00,156.16,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56205,True,494.358,136.520,0.500,215.648,2.888,79.128,False,0.000,0.966,28.990,0.000,247.00,156.18,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56220,True,494.358,136.520,0.500,215.648,2.888,79.128,False,0.000,0.966,28.990,0.000,247.00,156.18,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56235,True,494.373,136.520,0.500,215.663,2.888,79.143,False,0.000,0.966,28.990,0.000,247.00,156.19,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56250,True,494.373,136.520,0.500,215.663,2.888,79.143,False,0.000,0.966,28.990,0.000,247.00,156.19,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56265,True,494.373,136.520,0.500,215.663,2.888,79.143,False,0.000,0.966,28.990,0.000,247.00,156.19,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56280,True,494.373,136.520,0.500,215.663,2.888,79.143,False,0.000,0.966,28.990,0.000,247.00,156.19,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56295,True,494.388,136.520,0.500,215.678,2.888,79.158,False,0.000,0.966,28.990,0.000,247.00,156.21,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56310,True,494.388,136.520,0.500,215.678,2.888,79.158,False,0.000,0.966,28.990,0.000,247.00,156.21,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56325,True,494.388,136.520,0.500,215.678,2.888,79.158,False,0.000,0.966,28.990,0.000,247.00,156.21,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56340,True,494.388,136.520,0.500,215.678,2.888,79.158,False,0.000,0.966,28.990,0.000,247.00,156.21,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56355,True,494.403,136.520,0.500,215.693,2.888,79.173,False,0.000,0.966,28.990,0.000,247.00,156.22,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56370,True,494.403,136.520,0.500,215.693,2.888,79.173,False,0.000,0.966,28.990,0.000,247.00,156.22,98.32,0.00,-2.89,2.0000,37.43243878,173.45874295
56385,True,489.443,129.600,0.500,208.773,1.939,79.173,False,0.000,0.967,28.307,0.000,247.00,153.93,95.52,0.00,-1.94,2.0000,37.43243878,173.45874295
56400,True,489.492,129.600,0.500,208.822,1.939,79.222,True,0.000,0.967,28.307,0.000,247.00,153.98,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56415,True,491.438,129.600,0.500,210.768,1.939,81.168,False,0.000,0.966,28.307,0.000,247.00,155.98,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56430,True,491.442,129.600,0.500,210.772,1.939,81.172,False,0.000,0.966,28.307,0.000,247.00,155.98,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56445,True,491.442,129.600,0.500,210.772,1.939,81.172,False,0.000,0.966,28.307,0.000,247.00,155.98,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56460,True,491.442,129.600,0.500,210.772,1.939,81.172,False,0.000,0.966,28.307,0.000,247.00,155.98,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56475,True,491.459,129.600,0.500,210.789,1.939,81.189,False,0.000,0.966,28.307,0.000,247.00,156.00,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56490,True,491.459,129.600,0.500,210.789,1.939,81.189,False,0.000,0.966,28.307,0.000,247.00,156.00,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56505,True,491.459,129.600,0.500,210.789,1.939,81.189,False,0.000,0.966,28.307,0.000,247.00,156.00,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56520,True,491.459,129.600,0.500,210.789,1.939,81.189,False,0.000,0.966,28.307,0.000,247.00,156.00,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56535,True,491.475,129.600,0.500,210.805,1.939,81.205,False,0.000,0.966,28.307,0.000,247.00,156.02,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56550,True,491.493,129.600,0.500,210.823,1.939,81.223,False,0.000,0.966,28.307,0.000,247.00,156.03,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56565,True,491.493,129.600,0.500,210.823,1.939,81.223,False,0.000,0.966,28.307,0.000,247.00,156.03,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56580,True,491.493,129.600,0.500,210.823,1.939,81.223,False,0.000,0.966,28.307,0.000,247.00,156.03,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56595,True,491.510,129.600,0.500,210.840,1.939,81.240,False,0.000,0.966,28.307,0.000,247.00,156.05,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56610,True,491.510,129.600,0.500,210.840,1.939,81.240,False,0.000,0.966,28.307,0.000,247.00,156.05,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56625,True,491.510,129.600,0.500,210.840,1.939,81.240,False,0.000,0.966,28.307,0.000,247.00,156.05,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56640,True,491.510,129.600,0.500,210.840,1.939,81.240,False,0.000,0.966,28.307,0.000,247.00,156.05,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56655,True,491.527,129.600,0.500,210.857,1.939,81.257,False,0.000,0.966,28.307,0.000,247.00,156.07,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56670,True,491.527,129.600,0.500,210.857,1.939,81.257,False,0.000,0.966,28.307,0.000,247.00,156.07,95.52,0.00,-1.94,2.0000,25.03314768,273.84844726
56685,True,493.117,139.580,0.500,220.837,4.891,81.257,False,0.000,0.965,28.971,0.000,247.00,155.06,98.24,0.00,-4.89,2.0000,25.03314768,273.84844726
56700,True,493.128,139.580,0.695,220.848,4.891,81.268,True,0.000,0.965,28.971,0.000,247.00,155.07,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56715,True,495.334,139.580,0.695,223.054,4.891,83.474,False,0.000,0.964,28.971,0.000,247.00,157.33,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56730,True,495.371,139.580,0.695,223.091,4.891,83.511,False,0.000,0.964,28.971,0.000,247.00,157.37,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56745,True,495.370,139.580,0.695,223.090,4.891,83.510,False,0.000,0.964,28.971,0.000,247.00,157.37,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56760,True,495.370,139.580,0.695,223.090,4.891,83.510,False,0.000,0.964,28.971,0.000,247.00,157.37,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56775,True,495.380,139.580,0.695,223.100,4.891,83.520,False,0.000,0.964,28.971,0.000,247.00,157.38,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56790,True,495.380,139.580,0.695,223.100,4.891,83.520,False,0.000,0.964,28.971,0.000,247.00,157.38,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56805,True,495.380,139.580,0.695,223.100,4.891,83.520,False,0.000,0.964,28.971,0.000,247.00,157.38,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56820,True,495.380,139.580,0.695,223.100,4.891,83.520,False,0.000,0.964,28.971,0.000,247.00,157.38,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56835,True,495.390,139.580,0.695,223.110,4.891,83.530,False,0.000,0.964,28.971,0.000,247.00,157.39,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56850,True,495.401,139.580,0.695,223.121,4.891,83.541,False,0.000,0.964,28.971,0.000,247.00,157.40,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56865,True,495.401,139.580,0.695,223.121,4.891,83.541,False,0.000,0.964,28.971,0.000,247.00,157.40,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56880,True,495.401,139.580,0.695,223.121,4.891,83.541,False,0.000,0.964,28.971,0.000,247.00,157.40,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56895,True,495.423,139.580,0.695,223.143,4.891,83.563,False,0.000,0.964,28.971,0.000,247.00,157.43,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56910,True,495.423,139.580,0.695,223.143,4.891,83.563,False,0.000,0.964,28.971,0.000,247.00,157.43,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56925,True,495.427,139.580,0.695,223.147,4.891,83.567,False,0.000,0.964,28.971,0.000,247.00,157.43,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56940,True,495.436,139.580,0.695,223.156,4.891,83.576,False,0.000,0.964,28.971,0.000,247.00,157.44,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56955,True,495.466,139.580,0.695,223.186,4.891,83.606,False,0.000,0.964,28.971,0.000,247.00,157.47,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56970,True,495.521,139.580,0.695,223.241,4.891,83.661,False,0.000,0.964,28.971,0.000,247.00,157.53,98.24,0.00,-4.89,2.0000,20.37978581,197.81298738
56985,True,487.861,133.420,0.695,217.081,4.157,83.661,False,0.000,0.965,28.370,0.000,247.00,152.15,95.78,0.00,-4.16,2.0000,20.37978581,197.81298738
57000,True,487.897,133.420,0.750,217.117,4.157,83.697,True,0.000,0.965,28.370,0.000,247.00,152.19,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57015,True,488.315,133.420,0.750,217.535,4.157,84.115,False,0.000,0.965,28.370,0.000,247.00,152.62,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57030,True,488.314,133.420,0.750,217.534,4.157,84.114,False,0.000,0.965,28.370,0.000,247.00,152.62,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57045,True,488.334,133.420,0.750,217.554,4.157,84.134,False,0.000,0.965,28.370,0.000,247.00,152.64,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57060,True,488.334,133.420,0.750,217.554,4.157,84.134,False,0.000,0.965,28.370,0.000,247.00,152.64,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57075,True,488.339,133.420,0.750,217.559,4.157,84.139,False,0.000,0.965,28.370,0.000,247.00,152.64,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57090,True,488.339,133.420,0.750,217.559,4.157,84.139,False,0.000,0.965,28.370,0.000,247.00,152.64,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57105,True,488.339,133.420,0.750,217.559,4.157,84.139,False,0.000,0.965,28.370,0.000,247.00,152.64,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57120,True,488.358,133.420,0.750,217.578,4.157,84.158,False,0.000,0.965,28.370,0.000,247.00,152.66,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57135,True,488.364,133.420,0.750,217.584,4.157,84.164,False,0.000,0.965,28.370,0.000,247.00,152.67,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57150,True,488.364,133.420,0.750,217.584,4.157,84.164,False,0.000,0.965,28.370,0.000,247.00,152.67,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57165,True,488.364,133.420,0.750,217.584,4.157,84.164,False,0.000,0.965,28.370,0.000,247.00,152.67,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57180,True,488.364,133.420,0.750,217.584,4.157,84.164,False,0.000,0.965,28.370,0.000,247.00,152.67,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57195,True,488.370,133.420,0.750,217.590,4.157,84.170,False,0.000,0.965,28.370,0.000,247.00,152.68,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57210,True,488.370,133.420,0.750,217.590,4.157,84.170,False,0.000,0.965,28.370,0.000,247.00,152.68,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57225,True,488.370,133.420,0.750,217.590,4.157,84.170,False,0.000,0.965,28.370,0.000,247.00,152.68,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57240,True,488.396,133.420,0.750,217.616,4.157,84.196,False,0.000,0.965,28.370,0.000,247.00,152.70,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57255,True,488.427,133.420,0.750,217.647,4.157,84.227,False,0.000,0.965,28.370,0.000,247.00,152.74,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57270,True,488.427,133.420,0.750,217.647,4.157,84.227,False,0.000,0.965,28.370,0.000,247.00,152.74,95.78,0.00,-4.16,2.0000,20.83902545,211.69354698
57285,True,500.447,133.740,0.750,217.967,4.368,84.227,False,0.000,0.965,29.653,0.000,247.00,159.66,101.04,0.00,-4.37,2.0000,20.83902545,211.69354698
57300,True,500.454,133.740,0.750,217.974,4.368,84.234,True,0.000,0.965,29.653,0.000,247.00,159.67,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57315,True,499.323,133.740,0.750,216.843,4.368,83.103,False,0.000,0.965,29.653,0.000,247.00,158.50,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57330,True,499.326,133.740,0.750,216.846,4.368,83.106,False,0.000,0.965,29.653,0.000,247.00,158.51,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57345,True,499.326,133.740,0.750,216.846,4.368,83.106,False,0.000,0.965,29.653,0.000,247.00,158.51,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57360,True,499.326,133.740,0.750,216.846,4.368,83.106,False,0.000,0.965,29.653,0.000,247.00,158.51,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57375,True,499.336,133.740,0.750,216.856,4.368,83.116,False,0.000,0.965,29.653,0.000,247.00,158.52,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57390,True,499.360,133.740,0.750,216.880,4.368,83.140,False,0.000,0.965,29.653,0.000,247.00,158.54,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57405,True,499.360,133.740,0.750,216.880,4.368,83.140,False,0.000,0.965,29.653,0.000,247.00,158.54,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57420,True,499.360,133.740,0.750,216.880,4.368,83.140,False,0.000,0.965,29.653,0.000,247.00,158.54,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57435,True,499.370,133.740,0.750,216.890,4.368,83.150,False,0.000,0.965,29.653,0.000,247.00,158.55,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57450,True,499.370,133.740,0.750,216.890,4.368,83.150,False,0.000,0.965,29.653,0.000,247.00,158.55,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57465,True,499.370,133.740,0.750,216.890,4.368,83.150,False,0.000,0.965,29.653,0.000,247.00,158.55,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57480,True,499.370,133.740,0.750,216.890,4.368,83.150,False,0.000,0.965,29.653,0.000,247.00,158.55,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57495,True,499.380,133.740,0.750,216.900,4.368,83.160,False,0.000,0.965,29.653,0.000,247.00,158.56,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57510,True,499.380,133.740,0.750,216.900,4.368,83.160,False,0.000,0.965,29.653,0.000,247.00,158.56,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57525,True,499.380,133.740,0.750,216.900,4.368,83.160,False,0.000,0.965,29.653,0.000,247.00,158.56,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57540,True,499.380,133.740,0.750,216.900,4.368,83.160,False,0.000,0.965,29.653,0.000,247.00,158.56,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57555,True,499.391,133.740,0.750,216.911,4.368,83.171,False,0.000,0.965,29.653,0.000,247.00,158.57,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57570,True,499.391,133.740,0.750,216.911,4.368,83.171,False,0.000,0.965,29.653,0.000,247.00,158.57,101.04,0.00,-4.37,2.0000,15.26370604,169.00707744
57585,True,485.751,130.980,0.750,214.151,4.612,83.171,False,0.000,0.966,28.205,0.000,247.00,150.66,95.10,0.00,-4.61,2.0000,15.26370604,169.00707744
57600,True,485.803,130.980,0.723,214.203,4.612,83.223,True,0.000,0.966,28.205,0.000,247.00,150.71,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57615,True,488.059,130.980,0.723,216.459,4.612,85.479,False,0.000,0.965,28.205,0.000,247.00,153.03,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57630,True,488.052,130.980,0.723,216.452,4.612,85.472,False,0.000,0.965,28.205,0.000,247.00,153.02,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57645,True,488.052,130.980,0.723,216.452,4.612,85.472,False,0.000,0.965,28.205,0.000,247.00,153.02,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57660,True,488.052,130.980,0.723,216.452,4.612,85.472,False,0.000,0.965,28.205,0.000,247.00,153.02,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57675,True,488.074,130.980,0.723,216.474,4.612,85.494,False,0.000,0.965,28.205,0.000,247.00,153.05,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57690,True,488.074,130.980,0.723,216.474,4.612,85.494,False,0.000,0.965,28.205,0.000,247.00,153.05,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57705,True,488.124,130.980,0.723,216.524,4.612,85.544,False,0.000,0.965,28.205,0.000,247.00,153.10,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57720,True,488.124,130.980,0.723,216.524,4.612,85.544,False,0.000,0.965,28.205,0.000,247.00,153.10,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57735,True,488.146,130.980,0.723,216.546,4.612,85.566,False,0.000,0.965,28.205,0.000,247.00,153.12,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57750,True,488.146,130.980,0.723,216.546,4.612,85.566,False,0.000,0.965,28.205,0.000,247.00,153.12,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57765,True,488.146,130.980,0.723,216.546,4.612,85.566,False,0.000,0.965,28.205,0.000,247.00,153.12,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57780,True,488.146,130.980,0.723,216.546,4.612,85.566,False,0.000,0.965,28.205,0.000,247.00,153.12,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57795,True,488.169,130.980,0.723,216.569,4.612,85.589,False,0.000,0.965,28.205,0.000,247.00,153.14,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
57810,True,488.169,130.980,0.723,216.569,4.612,85.589,False,0.000,0.965,28.205,0.000,247.00,153.14,95.10,0.00,-4.61,2.0000,11.26112909,181.66112140
