t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
30420,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30435,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30450,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30465,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30480,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30495,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30510,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30525,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30540,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30555,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30570,True,404.103,111.630,6.172,176.186,2.908,64.556,False,0.000,0.972,19.812,0.000,247.00,102.50,60.70,0.00,-2.91,2.0000,1.61347762,29.19562656
30585,True,400.822,109.790,6.172,174.346,2.994,64.556,False,0.000,0.972,19.533,0.000,247.00,100.34,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30600,True,400.829,109.790,6.172,174.353,2.994,64.563,False,0.000,0.972,19.533,0.000,247.00,100.34,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30615,True,401.250,109.790,6.172,174.774,2.994,64.984,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30630,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30645,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30660,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30675,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30690,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30705,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30720,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30735,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30750,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30765,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30780,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30795,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30810,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30825,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30840,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30855,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30870,True,401.249,109.790,6.172,174.773,2.994,64.983,False,0.000,0.972,19.533,0.000,247.00,100.77,59.56,0.00,-2.99,2.0000,1.61347762,29.19562656
30885,True,407.065,113.990,6.172,178.973,2.806,64.983,False,0.000,0.972,20.140,0.000,247.00,104.17,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30900,True,407.065,113.990,6.172,178.973,2.806,64.983,False,0.000,0.972,20.140,0.000,247.00,104.17,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30915,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30930,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30945,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30960,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30975,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
30990,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31005,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31020,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31035,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31050,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31065,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31080,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31095,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31110,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31125,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31140,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31155,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31170,True,407.495,113.990,6.172,179.403,2.806,65.413,False,0.000,0.972,20.140,0.000,247.00,104.61,62.05,0.00,-2.81,2.0000,1.61347762,29.19562656
31185,True,407.291,112.240,6.172,177.653,2.799,65.413,False,0.000,0.972,20.162,0.000,247.00,104.27,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31200,True,407.297,112.240,6.172,177.659,2.799,65.419,False,0.000,0.972,20.162,0.000,247.00,104.28,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31215,True,407.753,112.240,6.172,178.115,2.799,65.875,False,0.000,0.972,20.162,0.000,247.00,104.74,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31230,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31245,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31260,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31275,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31290,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31305,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31320,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31335,True,407.764,112.240,6.172,178.126,2.799,65.886,False,0.000,0.972,20.162,0.000,247.00,104.75,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31350,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31365,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31380,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31395,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31410,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31425,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31440,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31455,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31470,True,407.772,112.240,6.172,178.134,2.799,65.894,False,0.000,0.972,20.162,0.000,247.00,104.76,62.14,0.00,-2.80,2.0000,1.61347762,29.19562656
31485,True,406.820,113.660,6.172,179.554,2.814,65.894,False,0.000,0.972,20.116,0.000,247.00,104.04,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31500,True,406.822,113.660,6.172,179.556,2.814,65.896,False,0.000,0.972,20.116,0.000,247.00,104.04,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31515,True,407.289,113.660,6.172,180.023,2.814,66.363,False,0.000,0.972,20.116,0.000,247.00,104.52,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31530,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31545,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31560,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31575,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31590,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31605,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31620,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31635,True,407.313,113.660,6.172,180.047,2.814,66.387,False,0.000,0.972,20.116,0.000,247.00,104.54,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31650,True,407.317,113.660,6.172,180.051,2.814,66.391,False,0.000,0.972,20.116,0.000,247.00,104.55,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31665,True,407.317,113.660,6.172,180.051,2.814,66.391,False,0.000,0.972,20.116,0.000,247.00,104.55,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31680,True,407.317,113.660,6.172,180.051,2.814,66.391,False,0.000,0.972,20.116,0.000,247.00,104.55,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31695,True,407.326,113.660,6.172,180.060,2.814,66.400,False,0.000,0.972,20.116,0.000,247.00,104.56,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31710,True,407.326,113.660,6.172,180.060,2.814,66.400,False,0.000,0.972,20.116,0.000,247.00,104.56,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31725,True,407.338,113.660,6.172,180.072,2.814,66.412,False,0.000,0.972,20.116,0.000,247.00,104.57,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31740,True,407.362,113.660,6.172,180.096,2.814,66.436,False,0.000,0.972,20.116,0.000,247.00,104.59,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31755,True,407.372,113.660,6.172,180.106,2.814,66.446,False,0.000,0.972,20.116,0.000,247.00,104.60,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31770,True,407.393,113.660,6.172,180.127,2.814,66.467,False,0.000,0.972,20.116,0.000,247.00,104.63,61.95,0.00,-2.81,2.0000,1.61347762,29.19562656
31785,True,405.224,111.370,6.172,177.837,2.862,66.467,False,0.000,0.972,19.961,0.000,247.00,103.05,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31800,True,405.229,111.370,6.172,177.842,2.862,66.472,False,0.000,0.972,19.961,0.000,247.00,103.05,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31815,True,405.716,111.370,6.172,178.329,2.862,66.959,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31830,True,405.715,111.370,6.172,178.328,2.862,66.958,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31845,True,405.721,111.370,6.172,178.334,2.862,66.964,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31860,True,405.721,111.370,6.172,178.334,2.862,66.964,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31875,True,405.721,111.370,6.172,178.334,2.862,66.964,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31890,True,405.721,111.370,6.172,178.334,2.862,66.964,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31905,True,405.721,111.370,6.172,178.334,2.862,66.964,False,0.000,0.972,19.961,0.000,247.00,103.55,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31920,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31935,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31950,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31965,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31980,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
31995,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32010,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32025,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32040,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32055,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32070,True,405.726,111.370,6.172,178.339,2.862,66.969,False,0.000,0.972,19.961,0.000,247.00,103.56,61.32,0.00,-2.86,2.0000,1.61347762,29.19562656
32085,True,408.127,113.910,6.172,180.879,2.774,66.969,False,0.000,0.971,20.243,0.000,247.00,104.85,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32100,True,408.126,113.910,6.172,180.878,2.774,66.968,False,0.000,0.971,20.243,0.000,247.00,104.85,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32115,True,408.625,113.910,6.172,181.377,2.774,67.467,False,0.000,0.971,20.243,0.000,247.00,105.36,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32130,True,408.624,113.910,6.172,181.376,2.774,67.466,False,0.000,0.971,20.243,0.000,247.00,105.36,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32145,True,408.624,113.910,6.172,181.376,2.774,67.466,False,0.000,0.971,20.243,0.000,247.00,105.36,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32160,True,408.624,113.910,6.172,181.376,2.774,67.466,False,0.000,0.971,20.243,0.000,247.00,105.36,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32175,True,408.624,113.910,6.172,181.376,2.774,67.466,False,0.000,0.971,20.243,0.000,247.00,105.36,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32190,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32205,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32220,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32235,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32250,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32265,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32280,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32295,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32310,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32325,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32340,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32355,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32370,True,408.634,113.910,6.172,181.386,2.774,67.476,False,0.000,0.971,20.243,0.000,247.00,105.37,62.47,0.00,-2.77,2.0000,1.61347762,29.19562656
32385,True,410.255,113.140,6.172,180.616,2.710,67.476,False,0.000,0.972,20.450,0.000,247.00,106.11,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32400,True,410.258,113.140,6.172,180.619,2.710,67.479,False,0.000,0.972,20.450,0.000,247.00,106.12,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32415,True,410.765,113.140,6.172,181.126,2.710,67.986,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32430,True,410.764,113.140,6.172,181.125,2.710,67.985,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32445,True,410.764,113.140,6.172,181.125,2.710,67.985,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32460,True,410.764,113.140,6.172,181.125,2.710,67.985,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32475,True,410.764,113.140,6.172,181.125,2.710,67.985,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32490,True,410.764,113.140,6.172,181.125,2.710,67.985,False,0.000,0.971,20.450,0.000,247.00,106.63,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32505,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32520,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32535,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32550,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32565,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32580,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32595,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32610,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32625,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32640,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32655,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32670,True,410.783,113.140,6.172,181.144,2.710,68.004,False,0.000,0.971,20.450,0.000,247.00,106.65,63.32,0.00,-2.71,2.0000,1.61347762,29.19562656
32685,True,411.468,113.090,6.172,181.094,2.674,68.004,False,0.000,0.971,20.568,0.000,247.00,106.85,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32700,True,411.470,113.090,6.172,181.096,2.674,68.006,False,0.000,0.971,20.568,0.000,247.00,106.85,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32715,True,411.989,113.090,6.172,181.615,2.674,68.525,False,0.000,0.971,20.568,0.000,247.00,107.38,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32730,True,411.988,113.090,6.172,181.614,2.674,68.524,False,0.000,0.971,20.568,0.000,247.00,107.38,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32745,True,411.988,113.090,6.172,181.614,2.674,68.524,False,0.000,0.971,20.568,0.000,247.00,107.38,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32760,True,411.994,113.090,6.172,181.620,2.674,68.530,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32775,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32790,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32805,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32820,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32835,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
32850,True,411.999,113.090,6.172,181.625,2.674,68.535,False,0.000,0.971,20.568,0.000,247.00,107.39,63.80,0.00,-2.67,2.0000,1.61347762,29.19562656
