Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Schedule Temperature [](TimeStep),EMS:Heating Schedule Temperature [](TimeStep),EMS:Cooling Setpoint Temperature [](TimeStep),EMS:Heating Setpoint Temperature [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),EMS:Heating Volume [](TimeStep),EMS:Cooling Volume [](TimeStep),EMS:Indoor Air Temperature [](TimeStep),EMS:Occupant Count [](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  07:35:00,28.025,44267.69497596149,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,74.9707903731751,74.9707903731751,1.0,0.0,672.0,26812.0,74.9707903731751,216.58844050947497,54642.30770765758,143654.5910693133,0.0 
 07/01  07:40:00,28.299999999999998,45524.836115293016,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,74.98067791330911,74.98067791330911,1.0,0.0,672.0,26812.0,74.98067791330911,216.58844050947497,56061.001861889585,145079.05543077584,0.0 
 07/01  07:45:00,28.574999999999997,46889.384477690524,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,74.98978925474703,74.98978925474703,1.0,0.0,672.0,26812.0,74.98978925474703,216.58844050947497,57496.9356732262,146520.60223359683,0.0 
 07/01  07:50:00,28.85,48271.53446775935,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,74.99845930993866,74.99845930993866,1.0,0.0,672.0,26812.0,74.99845930993866,216.58844050947497,58953.94620120921,147983.11541264066,0.0 
 07/01  07:55:00,29.125,49674.337733696746,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.00692024908303,75.00692024908303,1.0,0.0,672.0,26812.0,75.00692024908303,216.58844050947497,60427.91799811562,149462.49489289069,0.0 
 07/01  08:00:00,29.4,51094.4388671011,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.01524407738664,75.01524407738664,1.0,0.0,672.0,26812.0,75.01524407738664,216.58844050947497,61923.53948597775,150963.4443733534,0.0 
 07/01  08:05:00,29.683333333333335,52535.810941638745,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.02336425522387,75.02336425522387,1.0,0.0,672.0,26812.0,75.02336425522387,216.58844050947497,64291.863706691416,153349.3514664884,0.0 
 07/01  08:10:00,29.966666666666666,54849.13241583373,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.03177833358683,75.03177833358683,1.0,0.0,672.0,26812.0,75.03177833358683,273.24311676846778,65895.02538153212,154957.84597372544,0.0 
 07/01  08:15:00,30.249999999999998,56397.054151439355,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.04025726671076,75.04025726671076,1.0,0.0,672.0,26812.0,75.04025726671076,273.24311676846778,67450.69525454007,156519.53506466328,0.0 
 07/01  08:20:00,30.53333333333333,57906.777891476704,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.04837797081486,75.04837797081486,1.0,0.0,672.0,26812.0,75.04837797081486,273.24311676846778,69073.02097846073,158147.85611454189,0.0 
 07/01  08:25:00,30.816666666666664,59475.45115355815,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.05678086225669,75.05678086225669,1.0,0.0,672.0,26812.0,75.05678086225669,273.24311676846778,70731.27380470123,159811.9348787082,0.0 
 07/01  08:30:00,31.099999999999999,61078.34433277366,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.06543025449388,75.06543025449388,1.0,0.0,672.0,26812.0,75.06543025449388,273.24311676846778,72425.06885806825,161511.33939095017,0.0 
 07/01  08:35:00,31.383333333333334,62715.56133250319,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.07431287956436,75.07431287956436,1.0,0.0,672.0,26812.0,75.07431287956436,273.24311676846778,74181.45370034603,163273.1322134015,0.0 
 07/01  08:40:00,31.666666666666666,64415.71708585666,0.0,76.56119924319605,67.53133459467327,76.43856942503715,67.65396441283215,75.08338180817151,75.08338180817151,1.0,0.0,672.0,26812.0,75.08338180817151,273.24311676846778,75991.75913587932,165088.67331914896,0.0 
