# file...... eplus_load.csv
# date...... Mon Jul 11 20:03:21 2022
# user...... root
# host...... (null)
# target.... meter 24
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_power,measured_reactive_power,measured_voltage_AB
2013-07-01 01:07:00 PDT,+48773.0926976,+15,+407.57+230.757j
2013-07-01 01:08:00 PDT,+48773.0926976,+15,+407.57+230.757j
2013-07-01 01:09:00 PDT,+48773.0926976,+15,+407.57+230.757j
2013-07-01 01:10:00 PDT,+48773.0926976,+15,+407.6+230.775j
2013-07-01 01:11:00 PDT,+48771.0590881,+15,+407.408+230.64j
2013-07-01 01:12:00 PDT,+48771.0590881,+15,+407.408+230.64j
2013-07-01 01:13:00 PDT,+48771.0590881,+15,+407.408+230.64j
2013-07-01 01:14:00 PDT,+48771.0590881,+15,+407.408+230.641j
2013-07-01 01:15:00 PDT,+48771.0590881,+15,+407.346+230.605j
2013-07-01 01:16:00 PDT,+48768.9876807,+15,+407.49+230.706j
2013-07-01 01:17:00 PDT,+48768.9876807,+15,+407.49+230.706j
2013-07-01 01:18:00 PDT,+48768.9876807,+15,+407.49+230.706j
2013-07-01 01:19:00 PDT,+48768.9876807,+15,+407.49+230.706j
2013-07-01 01:20:00 PDT,+48768.9876807,+15,+407.541+230.737j
2013-07-01 01:21:00 PDT,+48766.9145999,+15,+407.446+230.669j
2013-07-01 01:22:00 PDT,+48766.9145999,+15,+407.446+230.67j
2013-07-01 01:23:00 PDT,+48766.9145999,+15,+407.446+230.67j
2013-07-01 01:24:00 PDT,+48766.9145999,+15,+407.446+230.67j
2013-07-01 01:25:00 PDT,+48766.9145999,+15,+407.426+230.658j
2013-07-01 01:26:00 PDT,+48764.839627,+15,+407.569+230.759j
2013-07-01 01:27:00 PDT,+48764.839627,+15,+407.569+230.759j
2013-07-01 01:28:00 PDT,+48764.839627,+15,+407.569+230.759j
2013-07-01 01:29:00 PDT,+48764.839627,+15,+407.569+230.759j
2013-07-01 01:30:00 PDT,+48764.839627,+15,+407.655+230.81j
2013-07-01 01:31:00 PDT,+48762.7626008,+15,+407.441+230.656j
2013-07-01 01:32:00 PDT,+48762.7626008,+15,+407.441+230.656j
2013-07-01 01:33:00 PDT,+48762.7626008,+15,+407.441+230.656j
2013-07-01 01:34:00 PDT,+48762.7626008,+15,+407.441+230.656j
2013-07-01 01:35:00 PDT,+48762.7626008,+15,+407.358+230.607j
2013-07-01 01:36:00 PDT,+48760.6833691,+15,+407.523+230.726j
2013-07-01 01:37:00 PDT,+48760.6833691,+15,+407.523+230.727j
2013-07-01 01:38:00 PDT,+48760.6833691,+15,+407.523+230.727j
2013-07-01 01:39:00 PDT,+48760.6833691,+15,+407.523+230.727j
2013-07-01 01:40:00 PDT,+48760.6833691,+15,+407.62+230.784j
2013-07-01 01:41:00 PDT,+48758.601829,+15,+407.58+230.755j
2013-07-01 01:42:00 PDT,+48758.601829,+15,+407.58+230.755j
2013-07-01 01:43:00 PDT,+48758.601829,+15,+407.58+230.755j
2013-07-01 01:44:00 PDT,+48758.601829,+15,+407.58+230.755j
2013-07-01 01:45:00 PDT,+48758.601829,+15,+407.511+230.715j
2013-07-01 01:46:00 PDT,+48756.5179077,+15,+407.555+230.747j
2013-07-01 01:47:00 PDT,+48756.5179077,+15,+407.555+230.747j
2013-07-01 01:48:00 PDT,+48756.5179077,+15,+407.556+230.748j
2013-07-01 01:49:00 PDT,+48756.5179077,+15,+407.556+230.748j
2013-07-01 01:50:00 PDT,+48756.5179077,+15,+407.6+230.775j
2013-07-01 01:51:00 PDT,+48754.4315838,+15,+407.504+230.708j
2013-07-01 01:52:00 PDT,+48754.4315838,+15,+407.504+230.708j
2013-07-01 01:53:00 PDT,+48754.4315838,+15,+407.504+230.708j
2013-07-01 01:54:00 PDT,+48754.4315838,+14.9999985702,+407.504+230.709j
2013-07-01 01:55:00 PDT,+48754.4315838,+15,+407.516+230.716j
2013-07-01 01:56:00 PDT,+48752.3428345,+15,+407.519+230.718j
2013-07-01 01:57:00 PDT,+48752.3428345,+15,+407.519+230.718j
2013-07-01 01:58:00 PDT,+48752.3428345,+15,+407.519+230.718j
2013-07-01 01:59:00 PDT,+48752.3428345,+15,+407.519+230.718j
2013-07-01 02:00:00 PDT,+48752.3428345,+15.0000000002,+407.522+230.72j
2013-07-01 02:01:00 PDT,+48750.2517203,+15,+407.57+230.754j
2013-07-01 02:02:00 PDT,+48750.2517203,+15,+407.572+230.755j
2013-07-01 02:03:00 PDT,+48750.2517203,+15,+407.572+230.755j
2013-07-01 02:04:00 PDT,+48750.2517203,+15,+407.572+230.755j
2013-07-01 02:05:00 PDT,+48750.2517203,+15,+407.589+230.765j
2013-07-01 02:06:00 PDT,+48748.15855,+14.9998896949,+407.381+230.615j
2013-07-01 02:07:00 PDT,+48748.1582483,+15,+407.382+230.615j
2013-07-01 02:08:00 PDT,+48748.1582483,+15,+407.382+230.615j
2013-07-01 02:09:00 PDT,+48748.1582483,+15,+407.382+230.615j
2013-07-01 02:10:00 PDT,+48748.1582483,+15,+407.28+230.555j
2013-07-01 02:11:00 PDT,+48746.1817,+15,+407.391+230.641j
2013-07-01 02:12:00 PDT,+48746.1817,+15,+407.391+230.641j
2013-07-01 02:13:00 PDT,+48746.1817,+15,+407.391+230.641j
2013-07-01 02:14:00 PDT,+48746.1817,+15,+407.392+230.642j
2013-07-01 02:15:00 PDT,+48746.1817,+15,+407.459+230.681j
2013-07-01 02:16:00 PDT,+48744.2045201,+15,+407.605+230.782j
2013-07-01 02:17:00 PDT,+48744.2045201,+15,+407.605+230.782j
2013-07-01 02:18:00 PDT,+48744.2045201,+15,+407.605+230.782j
2013-07-01 02:19:00 PDT,+48744.2045201,+15,+407.605+230.782j
2013-07-01 02:20:00 PDT,+48744.2045201,+15,+407.637+230.801j
2013-07-01 02:21:00 PDT,+48742.2263186,+15,+407.414+230.641j
2013-07-01 02:22:00 PDT,+48742.2263186,+15,+407.414+230.641j
2013-07-01 02:23:00 PDT,+48742.2263186,+15,+407.414+230.641j
2013-07-01 02:24:00 PDT,+48742.2263186,+15,+407.414+230.641j
2013-07-01 02:25:00 PDT,+48742.2263186,+15,+407.351+230.604j
2013-07-01 02:26:00 PDT,+48740.2468112,+15,+407.525+230.73j
2013-07-01 02:27:00 PDT,+48740.2468112,+15,+407.525+230.73j
2013-07-01 02:28:00 PDT,+48740.2468112,+15,+407.525+230.73j
2013-07-01 02:29:00 PDT,+48740.2468112,+15,+407.525+230.73j
2013-07-01 02:30:00 PDT,+48740.2468112,+15,+407.589+230.768j
2013-07-01 02:31:00 PDT,+48738.2661043,+15,+407.636+230.802j
2013-07-01 02:32:00 PDT,+48738.2661043,+15,+407.636+230.802j
2013-07-01 02:33:00 PDT,+48738.2661043,+15,+407.636+230.802j
2013-07-01 02:34:00 PDT,+48738.2661043,+15,+407.636+230.802j
2013-07-01 02:35:00 PDT,+48738.2661043,+15,+407.688+230.832j
2013-07-01 02:36:00 PDT,+48736.2841326,+15,+407.502+230.701j
2013-07-01 02:37:00 PDT,+48736.2841326,+15,+407.502+230.701j
2013-07-01 02:38:00 PDT,+48736.2841326,+15,+407.502+230.701j
2013-07-01 02:39:00 PDT,+48736.2841326,+15,+407.502+230.701j
2013-07-01 02:40:00 PDT,+48736.2841326,+15,+407.367+230.622j
2013-07-01 02:41:00 PDT,+48734.2926876,+15,+407.563+230.76j
2013-07-01 02:42:00 PDT,+48734.2926876,+15,+407.563+230.76j
2013-07-01 02:43:00 PDT,+48734.2926876,+15,+407.563+230.76j
2013-07-01 02:44:00 PDT,+48734.2926876,+15,+407.563+230.76j
2013-07-01 02:45:00 PDT,+48734.2926876,+15,+407.678+230.828j
2013-07-01 02:46:00 PDT,+48732.3050081,+15,+407.372+230.615j
2013-07-01 02:47:00 PDT,+48732.3050081,+15,+407.372+230.615j
2013-07-01 02:48:00 PDT,+48732.3050081,+15,+407.372+230.616j
2013-07-01 02:49:00 PDT,+48732.3050081,+15,+407.373+230.617j
2013-07-01 02:50:00 PDT,+48732.3050081,+15,+407.273+230.558j
2013-07-01 02:51:00 PDT,+48730.3182878,+15,+407.272+230.554j
2013-07-01 02:52:00 PDT,+48730.3182878,+15,+407.272+230.554j
2013-07-01 02:53:00 PDT,+48730.3182878,+15,+407.272+230.554j
2013-07-01 02:54:00 PDT,+48730.3182878,+15.000001289,+407.273+230.554j
2013-07-01 02:55:00 PDT,+48730.3182878,+15,+407.265+230.55j
2013-07-01 02:56:00 PDT,+48728.3302384,+15,+407.51+230.723j
2013-07-01 02:57:00 PDT,+48728.3302384,+15,+407.51+230.723j
2013-07-01 02:58:00 PDT,+48728.3302384,+15,+407.51+230.723j
2013-07-01 02:59:00 PDT,+48728.3302384,+15,+407.51+230.723j
2013-07-01 03:00:00 PDT,+48728.3302384,+15.0000000001,+407.62+230.788j
2013-07-01 03:01:00 PDT,+48726.3409847,+15,+407.666+230.821j
2013-07-01 03:02:00 PDT,+48726.3409847,+15,+407.666+230.822j
2013-07-01 03:03:00 PDT,+48726.3409847,+15,+407.666+230.822j
2013-07-01 03:04:00 PDT,+48726.3409847,+15,+407.666+230.822j
2013-07-01 03:05:00 PDT,+48726.3409847,+15,+407.658+230.817j
2013-07-01 03:06:00 PDT,+48724.3504034,+15.0000043846,+407.658+230.817j
2013-07-01 03:07:00 PDT,+48724.3503722,+15,+407.658+230.817j
2013-07-01 03:08:00 PDT,+48724.3503722,+15,+407.658+230.817j
2013-07-01 03:09:00 PDT,+48724.3503722,+15,+407.658+230.817j
2013-07-01 03:10:00 PDT,+48724.3503722,+15,+407.698+230.84j
2013-07-01 03:11:00 PDT,+49016.2510232,+15,+407.658+230.786j
2013-07-01 03:12:00 PDT,+49016.2510232,+15,+407.658+230.786j
2013-07-01 03:13:00 PDT,+49016.2510232,+15,+407.658+230.786j
2013-07-01 03:14:00 PDT,+49016.2510232,+15,+407.658+230.787j
2013-07-01 03:15:00 PDT,+49016.2510232,+15,+407.595+230.75j
2013-07-01 03:16:00 PDT,+49013.636939,+15,+407.388+230.606j
2013-07-01 03:17:00 PDT,+49013.636939,+15,+407.388+230.606j
2013-07-01 03:18:00 PDT,+49013.636939,+15,+407.388+230.606j
2013-07-01 03:19:00 PDT,+49013.636939,+15,+407.388+230.606j
2013-07-01 03:20:00 PDT,+49013.636939,+15,+407.31+230.56j
2013-07-01 03:21:00 PDT,+49011.0201644,+15,+407.331+230.572j
2013-07-01 03:22:00 PDT,+49011.0201644,+15,+407.331+230.572j
2013-07-01 03:23:00 PDT,+49011.0201644,+15,+407.331+230.572j
2013-07-01 03:24:00 PDT,+49011.0201644,+15,+407.331+230.572j
2013-07-01 03:25:00 PDT,+49011.0201644,+15,+407.305+230.556j
2013-07-01 03:26:00 PDT,+49008.3971838,+15,+407.362+230.593j
2013-07-01 03:27:00 PDT,+49008.3971838,+15,+407.362+230.593j
2013-07-01 03:28:00 PDT,+49008.3971838,+15,+407.362+230.593j
2013-07-01 03:29:00 PDT,+49008.3971838,+15,+407.362+230.593j
2013-07-01 03:30:00 PDT,+49008.3971838,+15,+407.431+230.634j
2013-07-01 03:31:00 PDT,+49005.7750225,+15,+407.597+230.759j
2013-07-01 03:32:00 PDT,+49005.7750225,+15,+407.597+230.759j
2013-07-01 03:33:00 PDT,+49005.7750225,+15,+407.597+230.759j
2013-07-01 03:34:00 PDT,+49005.7750225,+15,+407.597+230.759j
2013-07-01 03:35:00 PDT,+49005.7750225,+15,+407.679+230.807j
2013-07-01 03:36:00 PDT,+49003.1480897,+15,+407.587+230.738j
2013-07-01 03:37:00 PDT,+49003.1480897,+15,+407.587+230.738j
2013-07-01 03:38:00 PDT,+49003.1480897,+15,+407.587+230.738j
2013-07-01 03:39:00 PDT,+49003.1480897,+15,+407.587+230.738j
2013-07-01 03:40:00 PDT,+49003.1480897,+15,+407.525+230.702j
2013-07-01 03:41:00 PDT,+49000.522196,+15,+407.665+230.803j
2013-07-01 03:42:00 PDT,+49000.522196,+15,+407.665+230.803j
2013-07-01 03:43:00 PDT,+49000.522196,+15,+407.665+230.803j
2013-07-01 03:44:00 PDT,+49000.522196,+15,+407.665+230.803j
2013-07-01 03:45:00 PDT,+49000.522196,+15,+407.753+230.855j
2013-07-01 03:46:00 PDT,+48997.8918405,+15,+407.658+230.788j
2013-07-01 03:47:00 PDT,+48997.8918405,+15,+407.658+230.788j
2013-07-01 03:48:00 PDT,+48997.8918405,+15,+407.658+230.788j
2013-07-01 03:49:00 PDT,+48997.8918405,+15,+407.658+230.788j
2013-07-01 03:50:00 PDT,+48997.8918405,+15,+407.598+230.752j
2013-07-01 03:51:00 PDT,+48995.2591417,+15,+407.49+230.677j
2013-07-01 03:52:00 PDT,+48995.2591417,+15,+407.49+230.677j
2013-07-01 03:53:00 PDT,+48995.2591417,+15,+407.49+230.677j
2013-07-01 03:54:00 PDT,+48995.2591417,+15.0000000051,+407.49+230.677j
2013-07-01 03:55:00 PDT,+48995.2591417,+15,+407.425+230.639j
2013-07-01 03:56:00 PDT,+48992.6253049,+15,+407.407+230.622j
2013-07-01 03:57:00 PDT,+48992.6253049,+15,+407.407+230.622j
2013-07-01 03:58:00 PDT,+48992.6253049,+15,+407.407+230.622j
2013-07-01 03:59:00 PDT,+48992.6253049,+15,+407.407+230.622j
2013-07-01 04:00:00 PDT,+48992.6253049,+15.0000000003,+407.428+230.634j
2013-07-01 04:01:00 PDT,+48989.9904396,+15,+407.601+230.76j
2013-07-01 04:02:00 PDT,+48989.9904396,+15,+407.601+230.76j
2013-07-01 04:03:00 PDT,+48989.9904396,+15,+407.601+230.76j
2013-07-01 04:04:00 PDT,+48989.9904396,+15,+407.601+230.76j
2013-07-01 04:05:00 PDT,+48989.9904396,+15,+407.713+230.826j
2013-07-01 04:06:00 PDT,+48987.3543946,+15.0000310826,+407.667+230.794j
2013-07-01 04:07:00 PDT,+48987.3543444,+15,+407.667+230.794j
2013-07-01 04:08:00 PDT,+48987.3543444,+15,+407.667+230.794j
2013-07-01 04:09:00 PDT,+48987.3543444,+15,+407.667+230.794j
2013-07-01 04:10:00 PDT,+48987.3543444,+15,+407.621+230.767j
2013-07-01 04:11:00 PDT,+48966.4454837,+15,+407.621+230.77j
2013-07-01 04:12:00 PDT,+48966.4454837,+15,+407.621+230.77j
2013-07-01 04:13:00 PDT,+48966.4454837,+15,+407.621+230.77j
2013-07-01 04:14:00 PDT,+48966.4454837,+15,+407.621+230.77j
2013-07-01 04:15:00 PDT,+48966.4454837,+15,+407.601+230.757j
2013-07-01 04:16:00 PDT,+48963.9996375,+15,+407.567+230.73j
2013-07-01 04:17:00 PDT,+48963.9996375,+15,+407.567+230.73j
2013-07-01 04:18:00 PDT,+48963.9996375,+15,+407.567+230.73j
2013-07-01 04:19:00 PDT,+48963.9996375,+15,+407.567+230.73j
2013-07-01 04:20:00 PDT,+48963.9996375,+15,+407.535+230.711j
2013-07-01 04:21:00 PDT,+48961.5544679,+15,+407.416+230.633j
2013-07-01 04:22:00 PDT,+48961.5544679,+15,+407.415+230.632j
2013-07-01 04:23:00 PDT,+48961.5544679,+15,+407.415+230.632j
2013-07-01 04:24:00 PDT,+48961.5544679,+15,+407.415+230.632j
2013-07-01 04:25:00 PDT,+48961.5544679,+15,+407.394+230.62j
2013-07-01 04:26:00 PDT,+48959.1093973,+15,+407.503+230.697j
2013-07-01 04:27:00 PDT,+48959.1093973,+15,+407.503+230.697j
2013-07-01 04:28:00 PDT,+48959.1093973,+15,+407.503+230.697j
2013-07-01 04:29:00 PDT,+48959.1093973,+15,+407.503+230.697j
2013-07-01 04:30:00 PDT,+48959.1093973,+15,+407.56+230.731j
2013-07-01 04:31:00 PDT,+48956.6644558,+15,+407.696+230.824j
2013-07-01 04:32:00 PDT,+48956.6644558,+15,+407.696+230.824j
2013-07-01 04:33:00 PDT,+48956.6644558,+15,+407.696+230.824j
2013-07-01 04:34:00 PDT,+48956.6644558,+15,+407.696+230.824j
2013-07-01 04:35:00 PDT,+48956.6644558,+15,+407.753+230.858j
2013-07-01 04:36:00 PDT,+48954.219367,+15,+407.659+230.79j
2013-07-01 04:37:00 PDT,+48954.219367,+15,+407.658+230.789j
2013-07-01 04:38:00 PDT,+48954.219367,+15,+407.658+230.789j
2013-07-01 04:39:00 PDT,+48954.219367,+15,+407.658+230.789j
2013-07-01 04:40:00 PDT,+48954.219367,+15,+407.593+230.751j
2013-07-01 04:41:00 PDT,+48951.774294,+15,+407.496+230.681j
2013-07-01 04:42:00 PDT,+48951.774294,+15,+407.496+230.681j
2013-07-01 04:43:00 PDT,+48951.774294,+15,+407.495+230.681j
2013-07-01 04:44:00 PDT,+48951.774294,+15,+407.495+230.681j
2013-07-01 04:45:00 PDT,+48951.774294,+15,+407.477+230.67j
2013-07-01 04:46:00 PDT,+48949.3290398,+15,+407.622+230.774j
2013-07-01 04:47:00 PDT,+48949.3290398,+15,+407.622+230.774j
2013-07-01 04:48:00 PDT,+48949.3290398,+15,+407.622+230.773j
2013-07-01 04:49:00 PDT,+48949.3290398,+15,+407.621+230.772j
2013-07-01 04:50:00 PDT,+48949.3290398,+15,+407.644+230.785j
2013-07-01 04:51:00 PDT,+48946.8837991,+15,+407.524+230.702j
2013-07-01 04:52:00 PDT,+48946.8837991,+15,+407.524+230.702j
2013-07-01 04:53:00 PDT,+48946.8837991,+15,+407.524+230.702j
2013-07-01 04:54:00 PDT,+48946.8837989,+15.0000000279,+407.524+230.701j
2013-07-01 04:55:00 PDT,+48946.8837991,+15,+407.49+230.681j
2013-07-01 04:56:00 PDT,+48944.4384025,+15,+407.645+230.79j
2013-07-01 04:57:00 PDT,+48944.4384025,+15,+407.644+230.79j
2013-07-01 04:58:00 PDT,+48944.4384025,+15,+407.644+230.79j
2013-07-01 04:59:00 PDT,+48944.4384025,+15,+407.644+230.79j
2013-07-01 05:00:00 PDT,+48944.4384025,+15,+407.698+230.821j
2013-07-01 05:01:00 PDT,+48941.993048,+15,+407.522+230.696j
2013-07-01 05:02:00 PDT,+48941.993048,+15,+407.52+230.694j
2013-07-01 05:03:00 PDT,+48941.993048,+15,+407.52+230.694j
2013-07-01 05:04:00 PDT,+48941.993048,+15,+407.52+230.694j
2013-07-01 05:05:00 PDT,+48941.993048,+15,+407.394+230.62j
2013-07-01 05:06:00 PDT,+48939.5475808,+14.9999953353,+407.434+230.648j
2013-07-01 05:07:00 PDT,+48939.5475797,+15,+407.433+230.647j
2013-07-01 05:08:00 PDT,+48939.5475797,+15,+407.433+230.647j
2013-07-01 05:09:00 PDT,+48939.5475797,+15,+407.433+230.647j
2013-07-01 05:10:00 PDT,+48939.5475797,+15,+407.509+230.692j
2013-07-01 05:11:00 PDT,+79904.7938393,+15,+407.862+228.181j
2013-07-01 05:12:00 PDT,+79904.7938393,+15,+407.862+228.181j
2013-07-01 05:13:00 PDT,+79904.7938393,+15,+407.862+228.181j
2013-07-01 05:14:00 PDT,+79904.7938393,+15,+407.861+228.18j
2013-07-01 05:15:00 PDT,+79904.7938393,+15,+407.706+228.086j
2013-07-01 05:16:00 PDT,+79728.6873051,+15,+407.655+228.065j
2013-07-01 05:17:00 PDT,+79728.6873051,+15,+407.655+228.065j
2013-07-01 05:18:00 PDT,+79728.6873051,+15,+407.655+228.065j
2013-07-01 05:19:00 PDT,+79728.6873051,+15,+407.655+228.065j
2013-07-01 05:20:00 PDT,+79728.6873051,+15,+407.636+228.054j
2013-07-01 05:21:00 PDT,+79564.3505473,+15,+407.685+228.102j
2013-07-01 05:22:00 PDT,+79564.3505473,+15,+407.684+228.101j
2013-07-01 05:23:00 PDT,+79564.3505473,+15,+407.684+228.101j
2013-07-01 05:24:00 PDT,+79564.3505473,+15,+407.684+228.101j
2013-07-01 05:25:00 PDT,+79564.3505473,+15,+407.717+228.121j
2013-07-01 05:26:00 PDT,+79425.2449969,+15,+407.72+228.135j
2013-07-01 05:27:00 PDT,+79425.2449969,+15,+407.72+228.135j
2013-07-01 05:28:00 PDT,+79425.2449969,+15,+407.72+228.135j
2013-07-01 05:29:00 PDT,+79425.2449969,+15,+407.72+228.135j
2013-07-01 05:30:00 PDT,+79425.2449969,+15,+407.712+228.131j
2013-07-01 05:31:00 PDT,+70718.7693347,+15,+407.552+228.793j
2013-07-01 05:32:00 PDT,+70718.7693347,+15,+407.552+228.793j
2013-07-01 05:33:00 PDT,+70718.7693347,+15,+407.552+228.793j
2013-07-01 05:34:00 PDT,+70718.7693347,+15,+407.552+228.793j
2013-07-01 05:35:00 PDT,+70718.7693347,+15,+407.507+228.766j
2013-07-01 05:36:00 PDT,+70590.4667515,+15,+407.637+228.872j
2013-07-01 05:37:00 PDT,+70590.4667515,+15,+407.635+228.87j
2013-07-01 05:38:00 PDT,+70590.4667515,+15,+407.635+228.87j
2013-07-01 05:39:00 PDT,+70590.4667515,+15,+407.635+228.87j
2013-07-01 05:40:00 PDT,+70590.4667515,+15,+407.638+228.872j
2013-07-01 05:41:00 PDT,+70463.8886509,+15,+407.634+228.88j
2013-07-01 05:42:00 PDT,+70463.8886509,+15,+407.634+228.88j
2013-07-01 05:43:00 PDT,+70463.8886509,+15,+407.632+228.878j
2013-07-01 05:44:00 PDT,+70463.8886509,+15,+407.632+228.878j
2013-07-01 05:45:00 PDT,+70463.8886509,+15,+407.661+228.895j
2013-07-01 05:46:00 PDT,+70337.9864063,+15,+407.608+228.867j
2013-07-01 05:47:00 PDT,+70337.9864063,+15,+407.608+228.867j
2013-07-01 05:48:00 PDT,+70337.9864063,+15,+407.606+228.865j
2013-07-01 05:49:00 PDT,+70337.9864063,+15,+407.604+228.862j
2013-07-01 05:50:00 PDT,+70337.9864063,+15,+407.577+228.844j
2013-07-01 05:51:00 PDT,+70212.1936412,+15,+407.487+228.79j
2013-07-01 05:52:00 PDT,+70212.1936412,+15,+407.487+228.79j
2013-07-01 05:53:00 PDT,+70212.1936412,+15,+407.486+228.789j
2013-07-01 05:54:00 PDT,+70212.1936414,+14.9999999676,+407.485+228.788j
2013-07-01 05:55:00 PDT,+70212.1936412,+15,+407.363+228.715j
2013-07-01 05:56:00 PDT,+70086.1579703,+15,+407.451+228.79j
2013-07-01 05:57:00 PDT,+70086.1579703,+15,+407.449+228.789j
2013-07-01 05:58:00 PDT,+70086.1579703,+15,+407.449+228.789j
2013-07-01 05:59:00 PDT,+70086.1579703,+15,+407.449+228.789j
2013-07-01 06:00:00 PDT,+70086.1579703,+15,+407.49+228.812j
2013-07-01 06:01:00 PDT,+69959.6624023,+15,+407.484+228.82j
