Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),EMS:Cooling Controlled Load [](TimeStep),EMS:Heating Controlled Load [](TimeStep),EMS:Cooling Schedule Temperature [](TimeStep),EMS:Heating Schedule Temperature [](TimeStep),EMS:Cooling Setpoint Temperature [](TimeStep),EMS:Heating Setpoint Temperature [](TimeStep),EMS:Cooling Current Temperature [](TimeStep),EMS:Heating Current Temperature [](TimeStep),EMS:Cooling Power State [](TimeStep),EMS:Heating Power State [](TimeStep),EMS:Heating Volume [](TimeStep),EMS:Cooling Volume [](TimeStep),EMS:Indoor Air Temperature [](TimeStep),EMS:Occupant Count [](TimeStep),Whole Building:Facility Total HVAC Electric Demand Power [W](TimeStep),Whole Building:Facility Total Electric Demand Power [W](TimeStep),Facility:Facility Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](TimeStep) 
 07/01  05:20:00,24.033333333333336,11243.65692525016,0.0,80.6,60.8,80.6,60.8,76.4483362066926,76.4483362066926,1.0,0.0,672.0,26812.0,76.4483362066926,0.0,30022.53931628947,79424.24565868819,0.0 
 07/01  05:25:00,23.941666666666664,22368.39743435793,0.0,80.6,60.8,80.6,60.8,76.00916069208235,76.00916069208235,1.0,0.0,672.0,26812.0,76.00916069208235,0.0,29902.835334762665,70717.7699516538,0.0 
 07/01  05:30:00,23.85,22248.69345281735,0.0,80.6,60.8,80.6,60.8,75.7843520540389,75.7843520540389,1.0,0.0,672.0,26812.0,75.7843520540389,0.0,29782.358857882577,70589.4673360996,0.0 
 07/01  05:35:00,23.758333333333334,22128.216975923056,0.0,80.6,60.8,80.6,60.8,75.62346486147163,75.62346486147163,1.0,0.0,672.0,26812.0,75.62346486147163,0.0,29661.111344750523,70462.88916030567,0.0 
 07/01  05:40:00,23.666666666666669,22006.9694627764,0.0,80.6,60.8,80.6,60.8,75.49910908440482,75.49910908440482,1.0,0.0,672.0,26812.0,75.49910908440482,0.0,29539.093053021643,70336.98687719763,0.0 
 07/01  05:45:00,23.575000000000004,21884.951171038214,0.0,80.6,60.8,80.6,60.8,75.39974904561373,75.39974904561373,1.0,0.0,672.0,26812.0,75.39974904561373,0.0,29416.29411065743,70211.1940844352,0.0 
 07/01  05:50:00,23.483333333333336,21762.152228694384,0.0,80.6,60.8,80.6,60.8,75.31623138734685,75.31623138734685,1.0,0.0,672.0,26812.0,75.31623138734685,0.0,29292.72537367883,70085.15865368823,0.0 
 07/01  05:55:00,23.39166666666667,21638.58349175382,0.0,80.6,60.8,80.6,60.8,75.24518492271831,75.24518492271831,1.0,0.0,672.0,26812.0,75.24518492271831,0.0,29168.373838142747,69958.66338812968,0.0 
 07/01  06:00:00,23.3,21514.23195624647,0.0,80.6,60.8,80.6,60.8,75.182707374561,75.182707374561,1.0,0.0,672.0,26812.0,75.182707374561,0.0,29043.244534385012,69831.56290049777,0.0 
 07/01  06:05:00,23.533333333333336,21389.102652509908,0.0,80.6,60.8,80.6,60.8,75.12685497386458,75.12685497386458,1.0,0.0,672.0,26812.0,75.12685497386458,0.0,34810.34448270205,75509.30373525467,0.0 
 07/01  06:10:00,23.766666666666667,12411.41314655871,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.86865178446029,74.86865178446029,1.0,0.0,672.0,26812.0,74.86865178446029,0.0,33462.41731289751,74159.2470398749,0.0 
 07/01  06:15:00,24.0,25674.67240919843,107.41424483326763,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.80153991524313,74.80153991524313,1.0,1.0,672.0,26812.0,74.80153991524313,0.0,34126.3111170369,74823.98744246955,0.0 
 07/01  06:20:00,24.233333333333336,26361.748969159995,72.10335768855637,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.76462749048614,74.76462749048614,1.0,1.0,672.0,26812.0,74.76462749048614,0.0,34807.63925380485,75508.81692586496,0.0 
 07/01  06:25:00,24.46666666666667,27103.007501435834,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.73016775057903,74.73016775057903,1.0,0.0,672.0,26812.0,74.73016775057903,0.0,35557.70404736518,76262.9043440788,0.0 
 07/01  06:30:00,24.700000000000004,27842.120952487774,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.69847614847783,74.69847614847783,1.0,0.0,672.0,26812.0,74.69847614847783,0.0,36323.11948391531,77032.91099119489,0.0 
 07/01  06:35:00,24.933333333333335,28595.674972689423,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.66902180571688,74.66902180571688,1.0,0.0,672.0,26812.0,74.66902180571688,0.0,37064.32755080287,77778.89179248594,0.0 
 07/01  06:40:00,25.166666666666666,29328.17451405259,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.64133675722117,74.64133675722117,1.0,0.0,672.0,26812.0,74.64133675722117,0.0,37805.16670881167,78524.50224918203,0.0 
 07/01  06:45:00,25.400000000000003,30060.72407513588,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.61526297268824,74.61526297268824,1.0,0.0,672.0,26812.0,74.61526297268824,0.0,38550.02541607675,79274.13332529631,0.0 
 07/01  06:50:00,25.633333333333338,30797.151643945977,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.59074645668878,74.59074645668878,1.0,0.0,672.0,26812.0,74.59074645668878,0.0,39300.019991871326,80028.90331337857,0.0 
 07/01  06:55:00,25.866666666666668,31538.60479539659,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.56793943122456,74.56793943122456,1.0,0.0,672.0,26812.0,74.56793943122456,0.0,40056.35705893158,80790.02396568514,0.0 
 07/01  07:00:00,26.1,32285.80452337985,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.54676539698744,74.54676539698744,1.0,0.0,672.0,26812.0,74.54676539698744,0.0,40817.28147533009,81555.73860849507,0.0 
 07/01  07:05:00,26.375,33037.3444111358,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.52734593419379,74.52734593419379,1.0,0.0,672.0,26812.0,74.52734593419379,0.0,44381.38518899849,133345.24715564063,0.0 
 07/01  07:10:00,26.650000000000003,18243.52727324887,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.8024826744064,74.8024826744064,1.0,0.0,672.0,26812.0,74.8024826744064,216.58844050947497,47355.74153183569,136333.31924344955,0.0 
 07/01  07:15:00,26.925000000000006,38760.01845633678,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,74.96720846392108,74.96720846392108,1.0,0.0,672.0,26812.0,74.96720846392108,216.58844050947497,48902.54420786928,137889.46824851275,0.0 
 07/01  07:20:00,27.200000000000004,40162.013073217255,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.00190073140078,75.00190073140078,1.0,0.0,672.0,26812.0,75.00190073140078,216.58844050947497,50093.995963035275,139088.34932713258,0.0 
 07/01  07:25:00,27.475,41292.61834650411,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.0235116526735,75.0235116526735,1.0,0.0,672.0,26812.0,75.0235116526735,216.58844050947497,51262.083635491574,140263.0698249014,0.0 
 07/01  07:30:00,27.75,42403.945296176935,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.03928821109462,75.03928821109462,1.0,0.0,672.0,26812.0,75.03928821109462,216.58844050947497,52477.79874732779,141485.02688355294,0.0 
 07/01  07:35:00,28.025,43564.34453302476,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.05199988039255,75.05199988039255,1.0,0.0,672.0,26812.0,75.05199988039255,216.58844050947497,53692.10723755401,142705.33892200353,0.0 
 07/01  07:40:00,28.299999999999998,44727.27461549414,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.06316920051208,75.06316920051208,1.0,0.0,672.0,26812.0,75.06316920051208,216.58844050947497,54984.078231402185,144003.08560734956,0.0 
 07/01  07:45:00,28.574999999999997,45968.515402211524,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.07352940188551,75.07352940188551,1.0,0.0,672.0,26812.0,75.07352940188551,216.58844050947497,56425.70870099506,145450.3344856684,0.0 
 07/01  07:50:00,28.85,47352.85290094882,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.08238210142729,75.08238210142729,1.0,0.0,672.0,26812.0,75.08238210142729,216.58844050947497,57874.86099677651,146904.99475561849,0.0 
 07/01  07:55:00,29.125,48748.7493756379,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.09098467753944,75.09098467753944,1.0,0.0,672.0,26812.0,75.09098467753944,216.58844050947497,59340.60417740314,148376.15084372456,0.0 
 07/01  08:00:00,29.4,50161.41988910756,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.09944682033023,75.09944682033023,1.0,0.0,672.0,26812.0,75.09944682033023,216.58844050947497,60826.53169635713,149867.41148863809,0.0 
 07/01  08:05:00,29.683333333333335,51594.181091494305,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.10770098780307,75.10770098780307,1.0,0.0,672.0,26812.0,75.10770098780307,216.58844050947497,63181.5420089907,152240.00972954016,0.0 
 07/01  08:10:00,29.966666666666666,53895.3063228295,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.11624492761718,75.11624492761718,1.0,0.0,672.0,26812.0,75.11624492761718,273.24311676846778,64772.83954825055,153836.6451007888,0.0 
 07/01  08:15:00,30.249999999999998,55432.56752267221,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.12484898778567,75.12484898778567,1.0,0.0,672.0,26812.0,75.12484898778567,273.24311676846778,66318.1573683004,155387.9900846699,0.0 
 07/01  08:20:00,30.53333333333333,56932.741935160026,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.13309103440827,75.13309103440827,1.0,0.0,672.0,26812.0,75.13309103440827,273.24311676846778,67928.73537697799,157004.57161397133,0.0 
 07/01  08:25:00,30.816666666666664,58490.91346562631,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.141609302398,75.141609302398,1.0,0.0,672.0,26812.0,75.141609302398,273.24311676846778,69573.30992729374,158654.97955556715,0.0 
 07/01  08:30:00,31.099999999999999,60081.46858062138,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.15036935151915,75.15036935151915,1.0,0.0,672.0,26812.0,75.15036935151915,273.24311676846778,71253.2472247784,160340.53295876183,0.0 
 07/01  08:35:00,31.383333333333334,61706.27531653727,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.15935783973763,75.15935783973763,1.0,0.0,672.0,26812.0,75.15935783973763,273.24311676846778,72994.29838849507,162086.9980679697,0.0 
 07/01  08:40:00,31.666666666666666,63392.5446336799,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.16852842664939,75.16852842664939,1.0,0.0,672.0,26812.0,75.16852842664939,273.24311676846778,74769.19816209268,163867.13900801485,0.0 
 07/01  08:45:00,31.949999999999997,65111.49913725796,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.17793454372962,75.17793454372962,1.0,0.0,672.0,26812.0,75.17793454372962,273.24311676846778,76581.34767992333,165684.39357265668,0.08333333333333333 
 07/01  08:50:00,32.233333333333337,66867.0370643581,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.18755409040034,75.18755409040034,1.0,0.0,672.0,26812.0,75.18755409040034,273.24311676846778,78465.24229471569,167573.2841615369,0.08333333333333333 
 07/01  08:55:00,32.516666666666669,68688.84988640898,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.19682999550366,75.19682999550366,1.0,0.0,672.0,26812.0,75.19682999550366,273.24311676846778,80462.01456026663,169574.96251933476,0.08333333333333333 
 07/01  09:00:00,32.8,70613.40391034223,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.20466258298723,75.20466258298723,1.0,0.0,672.0,26812.0,75.20466258298723,273.24311676846778,82499.07898453657,171616.85449416418,0.08333333333333333 
 07/01  09:05:00,32.8,72577.62182946463,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.2122826635179,75.2122826635179,1.0,0.0,672.0,26812.0,75.2122826635179,273.24311676846778,83039.2960626712,174944.96446806647,0.08333333333333333 
 07/01  09:10:00,32.8,73072.58994816017,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.22667343521323,75.22667343521323,1.0,0.0,672.0,26812.0,75.22667343521323,273.24311676846778,83535.4121769297,175447.21096765644,0.08333333333333333 
 07/01  09:15:00,32.8,73521.1686491106,0.0,76.56119924319605,67.53133459467327,76.56119924319605,67.53133459467327,75.2355608692703,75.2355608692703,1.0,0.0,672.0,26812.0,75.2355608692703,273.24311676846778,83982.54920111198,175896.58653288193,0.08333333333333333 
